EmpID,Age,GenderCode,AgeRange,CountryID,NoEmployees,NoEmployeesRange,SelfEmployed,FamilyHistory,Treatment,WorkInterfere,RemoteWork,TechCompany,Benefits,CareOptions,WellnessProgram,SeekHelp,Anonymous,Leave,MentalHealthConsequences,PhysicalHealthConsequences,Coworkers,Supervisor,MentalHealthInterview,PhysicalHealthInterview,MentalVsPhysical,ObsConsequences
967,26,1,1,45,1-5,0,Yes,Yes,Yes,Sometimes,Yes,Yes,No,No,No,No,Don't know,Very easy,Maybe,No,Some of them,Yes,No,Maybe,Yes,No
968,25,0,1,45,6-25,1,No,No,No,Never,Yes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Very easy,No,No,Yes,Yes,No,No,Don't know,No
969,45,0,2,45,100-500,3,No,Yes,No,Rarely,No,No,Don't know,No,No,No,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No
970,33,1,2,45,1-5,0,Yes,No,Yes,Sometimes,Yes,Yes,No,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,No,No,Don't know,No
971,43,0,2,46,More than 1000,5,No,No,No,Sometimes,Yes,Yes,No,Not sure,No,No,Don't know,Very difficult,Yes,Maybe,No,No,No,Maybe,No,Yes
972,30,0,1,45,6-25,1,Yes,No,Yes,Sometimes,No,Yes,No,Yes,No,No,No,Very difficult,Yes,Yes,No,No,No,No,Yes,Yes
973,40,0,2,46,6-25,1,No,Yes,Yes,Rarely,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,No,No,Yes,Yes,No,Maybe,Don't know,No
974,49,0,2,46,More than 1000,5,No,Yes,No,Never,No,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,No,No,Yes,Yes,No,No,Yes,No
975,29,0,1,18,6-25,1,No,No,No,,No,Yes,Don't know,Not sure,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,Maybe,Yes,Don't know,No
976,26,0,1,18,500-1000,4,No,No,No,,No,Yes,Don't know,No,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Some of them,Maybe,Maybe,Don't know,No
977,38,1,2,46,More than 1000,5,No,No,No,Never,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,Maybe,No,Yes
978,27,0,1,16,500-1000,4,No,Yes,No,,No,No,Yes,Yes,Don't know,No,Yes,Somewhat easy,Maybe,Maybe,No,Some of them,No,Maybe,Don't know,Yes
979,26,0,1,4,6-25,1,No,No,No,Never,No,Yes,Yes,No,No,No,No,Somewhat easy,Maybe,No,No,No,No,No,Don't know,No
980,28,0,1,45,26-100,2,No,Yes,Yes,Often,No,Yes,No,No,No,No,Don't know,Somewhat easy,Maybe,Maybe,Yes,Yes,No,No,No,No
981,40,0,2,46,1-5,0,No,Yes,Yes,Sometimes,Yes,Yes,No,No,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,Yes,No,Maybe,No,No
982,37,1,2,8,1-5,0,Yes,Yes,Yes,Rarely,Yes,Yes,No,Yes,No,No,Yes,Somewhat easy,Yes,Maybe,Some of them,Some of them,Maybe,Maybe,Don't know,Yes
983,34,1,2,45,26-100,2,No,Yes,Yes,Often,Yes,No,Yes,Yes,No,Yes,No,Somewhat easy,Yes,Yes,Some of them,No,No,No,Don't know,No
984,28,0,1,46,100-500,3,No,Yes,Yes,Often,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Yes,Don't know,No
985,27,0,1,8,26-100,2,No,No,No,Never,No,Yes,Yes,Not sure,Yes,No,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
986,29,0,1,45,6-25,1,No,No,Yes,Sometimes,Yes,Yes,No,No,No,No,Don't know,Very easy,No,No,Yes,Yes,No,Yes,Yes,No
987,39,1,2,45,500-1000,4,No,Yes,No,Rarely,Yes,Yes,Don't know,Not sure,No,No,Don't know,Somewhat difficult,Yes,Yes,No,No,No,No,No,Yes
988,28,0,1,45,6-25,1,No,No,No,Often,No,Yes,No,No,No,No,No,Somewhat difficult,Yes,No,No,No,No,Yes,Yes,No
989,23,0,1,46,26-100,2,No,Yes,No,Sometimes,No,Yes,Yes,Not sure,Yes,Yes,Yes,Somewhat easy,No,No,No,No,No,Maybe,Don't know,No
990,31,2,2,3,1-5,0,Yes,Yes,Yes,Often,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
991,38,0,2,45,1-5,0,No,No,No,,Yes,Yes,No,No,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,No,No,Don't know,No
992,19,0,0,45,6-25,1,No,No,No,,No,Yes,Yes,No,No,Yes,Don't know,Very easy,No,No,Yes,Yes,No,No,Yes,No
993,30,1,1,46,26-100,2,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,Yes,Don't know,Yes,Very easy,No,No,Some of them,No,No,No,Yes,No
994,28,0,1,45,1-5,0,Yes,No,No,,Yes,Yes,No,Yes,No,No,Yes,Very easy,Maybe,Maybe,No,No,No,No,Yes,No
995,20,0,0,21,26-100,2,No,No,Yes,Sometimes,No,Yes,Don't know,No,No,No,Don't know,Don't know,Yes,No,No,No,No,Maybe,Yes,No
996,35,0,2,45,1-5,0,Yes,No,No,Sometimes,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Somewhat easy,No,No,Some of them,Yes,No,No,Don't know,No
997,39,0,2,46,100-500,3,No,No,Yes,Rarely,Yes,Yes,Yes,Yes,No,No,Yes,Very easy,Maybe,No,Some of them,Yes,No,No,Don't know,No
998,31,1,2,46,More than 1000,5,No,Yes,No,Never,No,No,Yes,Not sure,No,Don't know,Don't know,Don't know,Yes,Yes,No,No,No,No,Don't know,No
999,32,0,2,45,500-1000,4,No,No,No,Rarely,No,Yes,No,No,No,No,Don't know,Don't know,Yes,No,No,No,No,No,Don't know,No
1000,27,0,1,42,6-25,1,No,No,No,,No,Yes,No,No,No,No,Don't know,Don't know,No,No,No,No,No,No,Don't know,No
1001,25,0,1,46,6-25,1,No,Yes,Yes,Often,Yes,Yes,Yes,Yes,No,Don't know,Yes,Somewhat easy,No,No,Yes,Yes,Maybe,Maybe,Don't know,No
1002,42,0,2,46,6-25,1,No,Yes,Yes,Sometimes,Yes,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,Yes,No,Maybe,Don't know,No
1003,34,0,2,46,100-500,3,No,Yes,Yes,Often,No,Yes,Yes,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Don't know,No
1004,26,1,1,46,26-100,2,No,No,Yes,Sometimes,Yes,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,Maybe,Maybe,Don't know,Yes
1005,35,0,2,45,1-5,0,No,Yes,Yes,Sometimes,No,Yes,No,Yes,No,No,Yes,Very easy,Yes,Yes,Some of them,Some of them,No,Maybe,Yes,Yes
1006,34,0,2,45,500-1000,4,No,No,No,Never,No,Yes,Don't know,No,No,Don't know,Don't know,Very easy,Maybe,No,Yes,Yes,No,No,Yes,No
1007,38,0,2,46,100-500,3,No,Yes,Yes,Sometimes,Yes,No,Yes,Yes,No,Yes,Yes,Very easy,No,No,Yes,Yes,Yes,Yes,Don't know,No
1008,34,0,2,46,100-500,3,No,No,No,Sometimes,No,Yes,Don't know,No,No,No,Don't know,Don't know,Yes,No,Some of them,No,No,Maybe,Don't know,No
1009,39,0,2,46,6-25,1,No,Yes,Yes,Sometimes,Yes,Yes,No,Yes,No,No,Yes,Somewhat easy,No,No,Some of them,Yes,Maybe,Yes,Yes,No
1010,44,1,2,46,100-500,3,No,No,No,,No,Yes,Don't know,Not sure,No,No,Don't know,Don't know,Yes,No,No,No,No,No,Don't know,No
1011,40,0,2,46,More than 1000,5,No,No,No,,No,No,Yes,Yes,Yes,Yes,Yes,Don't know,Maybe,No,No,Yes,No,No,Don't know,No
1012,33,1,2,46,1-5,0,Yes,No,No,Never,Yes,Yes,No,Yes,Don't know,Don't know,Yes,Somewhat easy,Maybe,No,No,Some of them,No,No,Yes,No
1013,24,1,1,46,More than 1000,5,No,Yes,No,Sometimes,No,No,Yes,Yes,No,Don't know,Don't know,Somewhat difficult,Yes,Maybe,Some of them,Some of them,No,No,No,Yes
1014,38,1,2,46,26-100,2,No,Yes,No,Sometimes,Yes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,No
1015,31,0,2,46,More than 1000,5,No,No,No,Sometimes,No,Yes,Yes,Not sure,Yes,Yes,Yes,Don't know,Yes,Maybe,Some of them,Some of them,No,Maybe,Yes,No
1016,23,0,1,23,100-500,3,No,No,No,,No,Yes,Don't know,Not sure,No,No,Yes,Very easy,Maybe,No,Some of them,Yes,Maybe,Yes,Don't know,No
1017,26,1,1,46,6-25,1,No,No,No,,No,Yes,Don't know,Not sure,No,No,Don't know,Somewhat easy,No,No,Yes,Yes,No,Maybe,Yes,No
1018,46,1,2,46,More than 1000,5,No,No,Yes,Often,No,No,Yes,Yes,Yes,Yes,Don't know,Don't know,Yes,No,Some of them,Some of them,No,No,No,Yes
1019,30,0,1,46,26-100,2,No,Yes,Yes,Sometimes,Yes,Yes,Yes,No,No,No,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No
1020,25,0,1,46,26-100,2,No,No,No,Rarely,Yes,Yes,Don't know,No,No,No,Don't know,Somewhat easy,Yes,No,Some of them,Some of them,No,Yes,Don't know,Yes
1021,19,0,0,8,26-100,2,No,No,No,Never,Yes,Yes,Don't know,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Some of them,No,Maybe,No,No
1022,30,1,1,46,500-1000,4,No,Yes,Yes,Sometimes,No,No,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,No,No,Yes
1023,32,0,2,46,6-25,1,No,No,No,Never,No,Yes,Yes,Yes,Yes,Yes,Don't know,Somewhat easy,No,No,Yes,Yes,No,Maybe,Yes,No
1024,32,0,2,45,6-25,1,No,No,No,,No,Yes,No,No,No,No,Don't know,Don't know,Maybe,Maybe,No,No,No,Maybe,Don't know,No
1025,37,0,2,46,26-100,2,No,Yes,No,Sometimes,Yes,Yes,Don't know,No,No,No,Don't know,Somewhat easy,Maybe,No,Some of them,Some of them,No,Maybe,No,No
1026,42,0,2,46,6-25,1,No,Yes,Yes,Sometimes,Yes,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,No,Don't know,No
1027,25,1,1,46,More than 1000,5,No,No,No,Never,No,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,No,Some of them,Yes,Maybe,No,Yes,No
1028,19,0,0,46,1-5,0,No,No,No,Sometimes,No,Yes,Don't know,Not sure,No,No,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Maybe,Don't know,No
1029,40,1,2,46,100-500,3,No,Yes,No,Never,Yes,Yes,Yes,Yes,Yes,No,Don't know,Don't know,Yes,Yes,No,No,No,No,Don't know,No
1030,34,0,2,46,More than 1000,5,No,No,No,,No,No,Yes,Not sure,Yes,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,Yes,No,No,Don't know,No
1031,26,0,1,46,6-25,1,No,Yes,No,,No,Yes,Don't know,Not sure,No,No,Don't know,Don't know,No,No,Some of them,Yes,No,No,Yes,No
1032,31,0,2,46,6-25,1,No,Yes,Yes,Rarely,No,Yes,Don't know,Not sure,Don't know,Don't know,Yes,Don't know,No,No,Yes,Yes,Maybe,Maybe,Yes,No
1033,40,0,2,46,More than 1000,5,No,Yes,No,Sometimes,Yes,No,Yes,Not sure,Yes,Don't know,Don't know,Don't know,Yes,Maybe,Some of them,Some of them,No,Maybe,No,No
1034,31,1,2,46,26-100,2,No,Yes,Yes,Often,No,Yes,No,No,No,No,No,Very difficult,Yes,No,No,No,No,Yes,No,Yes
1035,36,0,2,46,100-500,3,No,No,No,Never,No,No,Don't know,No,No,Don't know,Don't know,Don't know,Yes,Maybe,No,No,No,Maybe,Don't know,Yes
1036,35,0,2,8,6-25,1,No,Yes,No,Sometimes,Yes,Yes,No,Yes,No,No,Don't know,Don't know,Maybe,No,No,Some of them,No,No,Don't know,No
1037,26,0,1,1,26-100,2,No,Yes,Yes,Sometimes,Yes,Yes,No,No,No,No,Yes,Don't know,No,No,Yes,Yes,No,Maybe,Yes,No
1038,44,0,2,46,More than 1000,5,No,No,No,,Yes,No,Don't know,No,Don't know,Don't know,Yes,Don't know,Yes,No,Some of them,No,No,No,No,No
1039,34,1,2,46,1-5,0,No,No,No,Sometimes,No,Yes,No,Not sure,No,No,Don't know,Very easy,No,No,Some of them,Yes,No,Maybe,Yes,No
1040,35,0,2,46,6-25,1,No,No,No,,Yes,Yes,No,No,No,No,Don't know,Don't know,No,No,No,No,No,No,Don't know,No
1041,28,1,1,46,26-100,2,No,Yes,Yes,Sometimes,Yes,Yes,Don't know,No,No,No,Don't know,Somewhat easy,Yes,No,Some of them,Some of them,No,Maybe,No,No
1042,33,0,2,46,6-25,1,No,No,No,,Yes,Yes,Yes,No,Don't know,Yes,Yes,Don't know,No,No,Some of them,Yes,No,No,Yes,No
1043,40,0,2,46,More than 1000,5,No,Yes,Yes,Sometimes,Yes,Yes,Yes,Yes,No,Yes,Don't know,Don't know,Yes,No,No,No,No,Maybe,Don't know,No
1044,26,0,1,46,6-25,1,No,No,Yes,Sometimes,No,Yes,Yes,Yes,No,No,Yes,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No
1045,29,1,1,45,More than 1000,5,No,No,Yes,Often,No,No,Yes,Yes,No,No,Don't know,Don't know,Maybe,No,Some of them,No,No,Yes,No,Yes
1046,26,1,1,8,100-500,3,No,Yes,Yes,Sometimes,No,Yes,Yes,Not sure,No,No,Yes,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No
1047,33,0,2,24,6-25,1,No,Yes,Yes,Sometimes,No,Yes,No,Not sure,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,No,No,Don't know,No
1048,28,0,1,6,100-500,3,No,Yes,No,Sometimes,No,Yes,No,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Some of them,No,No,Don't know,Yes
1049,41,0,2,46,1-5,0,Yes,No,Yes,Often,Yes,No,No,Yes,Yes,Yes,Yes,Very difficult,No,No,Some of them,Some of them,No,No,Yes,Yes
1050,39,0,2,45,1-5,0,Yes,Yes,Yes,Sometimes,Yes,Yes,No,Yes,Yes,Yes,Yes,Somewhat difficult,No,No,Yes,Yes,No,Maybe,Yes,Yes
1051,26,1,1,46,More than 1000,5,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,No,No,Don't know,Don't know,No,No,Some of them,Yes,No,Maybe,No,Yes
1052,23,1,1,46,26-100,2,No,Yes,No,Sometimes,No,No,No,No,No,No,Don't know,Somewhat difficult,Yes,No,No,Some of them,No,Maybe,No,No
1053,35,0,2,43,More than 1000,5,No,Yes,Yes,Often,No,Yes,Don't know,Not sure,No,No,Yes,Very easy,No,No,Some of them,Some of them,No,Maybe,No,No
1054,36,0,2,46,1-5,0,No,No,No,Never,Yes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Very easy,No,No,Some of them,Some of them,No,No,Don't know,No
1055,42,0,2,46,More than 1000,5,No,No,No,Rarely,No,No,Don't know,No,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,No,No
1056,39,0,2,46,500-1000,4,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,No,Don't know,Yes,Very easy,No,No,Some of them,Yes,No,No,Yes,No
1057,27,0,1,46,6-25,1,No,No,No,Never,No,Yes,Don't know,No,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,Yes,Maybe,Maybe,Don't know,No
1058,33,0,2,46,6-25,1,Yes,No,No,Never,Yes,Yes,Don't know,No,No,No,No,Very easy,Maybe,No,Some of them,Yes,No,Maybe,Yes,No
1059,31,0,2,8,More than 1000,5,No,Yes,Yes,Often,No,Yes,Yes,Not sure,Don't know,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No
1060,28,1,1,46,6-25,1,No,No,Yes,Rarely,No,Yes,Yes,Yes,Don't know,Yes,Yes,Very easy,No,No,Some of them,Some of them,No,Yes,Don't know,No
1061,29,1,1,46,More than 1000,5,No,No,Yes,Often,Yes,No,Yes,No,No,No,Don't know,Somewhat easy,No,No,Some of them,Yes,Maybe,Maybe,Don't know,No
1062,27,0,1,46,100-500,3,No,No,Yes,Sometimes,No,Yes,Don't know,Not sure,No,No,Yes,Very difficult,Maybe,No,Some of them,No,No,Maybe,No,No
1063,44,0,2,46,1-5,0,Yes,No,No,Never,Yes,Yes,Don't know,No,No,No,Yes,Somewhat difficult,No,No,No,No,No,No,Don't know,No
1064,25,0,1,46,6-25,1,No,No,Yes,Often,Yes,Yes,Don't know,No,No,No,Don't know,Somewhat easy,Maybe,No,Some of them,No,No,Maybe,Don't know,No
1065,24,0,1,18,6-25,1,No,Yes,Yes,Sometimes,No,Yes,No,No,No,No,Don't know,Somewhat easy,Maybe,No,Yes,Yes,No,No,Don't know,No
1066,25,0,1,40,6-25,1,No,Yes,Yes,Often,No,No,Don't know,No,No,No,Yes,Don't know,No,No,Some of them,Yes,No,Maybe,No,Yes
1067,34,0,2,46,6-25,1,No,No,No,Never,Yes,Yes,Yes,Not sure,Don't know,Don't know,Don't know,Somewhat easy,Maybe,Maybe,No,Some of them,No,Maybe,Don't know,No
1068,26,0,1,46,More than 1000,5,No,No,No,Never,No,No,Yes,Yes,No,Don't know,Don't know,Somewhat difficult,Maybe,No,No,Yes,No,No,Don't know,No
1069,48,0,2,46,26-100,2,No,No,No,Never,No,No,Yes,Yes,Yes,Yes,Yes,Don't know,Maybe,No,Some of them,Yes,No,Maybe,Don't know,No
1070,34,0,2,19,26-100,2,No,No,No,,Yes,Yes,No,No,No,No,Don't know,Very difficult,Yes,Maybe,Some of them,No,No,Maybe,No,No
1071,39,1,2,46,6-25,1,No,No,Yes,Sometimes,Yes,Yes,No,No,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,Maybe,No,No
1072,43,0,2,46,More than 1000,5,No,No,No,Sometimes,Yes,Yes,Yes,Not sure,No,Yes,Don't know,Don't know,Maybe,No,No,No,No,No,Don't know,No
1073,41,0,2,46,More than 1000,5,No,No,No,Rarely,No,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Maybe,Maybe,Some of them,No,No,No,Yes,Yes
1074,25,0,1,46,More than 1000,5,No,No,No,Never,No,No,Don't know,No,No,No,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,No
1075,31,0,2,46,100-500,3,No,No,Yes,Sometimes,No,Yes,Yes,Yes,No,No,Don't know,Somewhat easy,Maybe,No,Some of them,No,No,Maybe,No,No
1076,40,0,2,46,More than 1000,5,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Yes,Yes,No,No,No,Maybe,No,Yes
1077,43,0,2,46,1-5,0,Yes,Yes,Yes,Sometimes,Yes,Yes,Yes,Not sure,No,Don't know,Don't know,Don't know,Maybe,Maybe,Some of them,Some of them,No,Maybe,Don't know,No
1078,27,1,1,46,More than 1000,5,No,Yes,Yes,Often,No,Yes,Yes,Yes,Yes,Yes,Yes,Very difficult,Maybe,No,Yes,Some of them,No,Maybe,No,Yes
1079,37,1,2,46,26-100,2,No,Yes,Yes,Sometimes,Yes,Yes,Yes,Yes,No,Don't know,Don't know,Don't know,Yes,Maybe,No,No,No,Maybe,Don't know,No
1080,32,0,2,29,1-5,0,Yes,No,Yes,Sometimes,No,Yes,No,No,No,No,Yes,Very difficult,Maybe,No,Some of them,Yes,No,Maybe,No,No
1081,25,0,1,46,1-5,0,No,Yes,Yes,Often,No,Yes,No,Yes,No,No,Yes,Very easy,Maybe,No,Yes,Yes,No,Maybe,No,No
1082,29,0,1,29,1-5,0,No,Yes,Yes,Often,No,Yes,Don't know,Not sure,Don't know,Yes,Don't know,Very difficult,No,Maybe,Yes,Yes,Maybe,No,Yes,No
1083,30,1,1,46,More than 1000,5,No,Yes,Yes,Often,No,No,Yes,No,No,No,Don't know,Somewhat difficult,Yes,No,No,No,No,Maybe,No,No
1084,34,1,2,8,26-100,2,No,Yes,Yes,Often,No,No,Don't know,No,Yes,Don't know,Don't know,Somewhat easy,No,No,Some of them,Some of them,No,No,Yes,No
1085,32,0,2,45,1-5,0,No,Yes,Yes,Sometimes,No,No,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,Maybe,Some of them,Some of them,No,Maybe,No,No
1086,37,0,2,18,6-25,1,No,No,No,,No,Yes,Don't know,No,No,No,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No
1087,41,0,2,18,More than 1000,5,No,No,Yes,Sometimes,No,Yes,Don't know,No,No,No,Don't know,Somewhat difficult,No,No,Yes,Yes,No,No,Yes,No
1088,38,0,2,46,More than 1000,5,No,Yes,No,Never,No,No,Yes,Not sure,Yes,Yes,Don't know,Don't know,Yes,Maybe,Some of them,No,No,No,No,No
1089,32,0,2,46,26-100,2,No,No,Yes,Sometimes,No,Yes,Yes,Yes,Yes,Don't know,Yes,Don't know,No,No,Some of them,Yes,No,Maybe,Don't know,No
1090,28,1,1,46,100-500,3,No,Yes,Yes,Sometimes,No,Yes,Yes,Yes,Don't know,Don't know,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,No,Yes,No
1091,31,0,2,46,1-5,0,Yes,No,No,Never,Yes,Yes,No,Yes,No,No,Yes,Very easy,No,No,Some of them,Some of them,No,Maybe,Yes,No
1092,43,0,2,46,100-500,3,No,Yes,No,Never,No,No,Yes,Yes,No,Don't know,Don't know,Somewhat easy,Maybe,No,Some of them,Some of them,No,Maybe,No,No
1093,32,0,2,46,100-500,3,No,Yes,Yes,Often,No,Yes,No,Yes,No,No,Don't know,Very difficult,Yes,No,Yes,Yes,No,Yes,No,No
1094,25,0,1,46,More than 1000,5,No,No,Yes,Sometimes,No,Yes,Yes,Yes,Yes,Don't know,Yes,Don't know,Yes,No,No,No,No,No,Yes,No
1095,37,0,2,46,100-500,3,No,No,Yes,Sometimes,No,Yes,Yes,No,No,Yes,Yes,Very easy,No,No,No,Yes,No,No,Yes,No
1096,36,0,2,46,1-5,0,Yes,No,Yes,Sometimes,No,No,No,Yes,No,No,No,Very difficult,No,No,No,No,No,No,No,Yes
1097,24,0,1,46,6-25,1,No,Yes,Yes,Rarely,Yes,Yes,Don't know,No,No,No,Don't know,Very easy,No,No,Yes,Yes,Maybe,Yes,Yes,No
1098,40,0,2,46,More than 1000,5,No,Yes,Yes,Sometimes,No,Yes,Yes,Not sure,Yes,Don't know,Don't know,Somewhat difficult,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,Yes
1099,29,0,1,46,More than 1000,5,No,No,No,,No,No,Don't know,Not sure,Yes,Don't know,Yes,Somewhat easy,No,No,Some of them,Yes,No,Maybe,Yes,No
1100,43,0,2,46,500-1000,4,No,No,No,Never,No,Yes,Don't know,No,No,Don't know,Don't know,Don't know,No,No,Yes,Some of them,No,No,Yes,No
1101,29,0,1,46,6-25,1,No,No,No,,Yes,Yes,Yes,Not sure,No,Yes,Don't know,Don't know,Maybe,No,Some of them,Yes,Maybe,Yes,Don't know,No
1102,26,0,1,46,100-500,3,No,Yes,No,Sometimes,No,Yes,Don't know,Not sure,No,No,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No
1103,33,1,2,8,1-5,0,Yes,Yes,Yes,Often,Yes,Yes,No,Yes,No,No,No,Very difficult,Yes,Yes,No,No,No,Maybe,No,Yes
1104,35,1,2,46,6-25,1,No,Yes,No,Sometimes,Yes,Yes,Don't know,No,No,No,Don't know,Somewhat easy,No,No,Yes,Some of them,No,No,Yes,No
1105,45,0,2,46,6-25,1,No,No,No,Never,Yes,Yes,Yes,No,No,No,Don't know,Don't know,Yes,Maybe,Some of them,No,No,Maybe,Don't know,No
1106,25,0,1,46,6-25,1,No,No,Yes,Rarely,Yes,Yes,No,Yes,No,Don't know,Don't know,Somewhat easy,Maybe,No,No,Some of them,No,Maybe,Don't know,No
1107,50,0,2,16,26-100,2,Yes,No,Yes,Sometimes,Yes,Yes,No,No,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,Yes,No,No,Don't know,No
1108,26,0,1,1,26-100,2,No,Yes,Yes,Rarely,No,Yes,No,No,Don't know,Don't know,Don't know,Very easy,No,No,Yes,Yes,Maybe,Yes,Yes,No
1109,33,1,2,46,More than 1000,5,No,No,Yes,Often,No,Yes,Yes,Yes,Don't know,Don't know,Don't know,Don't know,Yes,No,No,No,No,Maybe,Don't know,No
1110,30,0,1,21,6-25,1,No,No,No,Often,No,Yes,No,No,No,No,No,Very easy,Maybe,Maybe,Some of them,Some of them,Maybe,Maybe,Don't know,No
1111,33,0,2,12,6-25,1,No,Yes,Yes,Sometimes,Yes,Yes,Yes,Yes,No,Don't know,Yes,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No
1112,29,0,1,16,6-25,1,No,No,Yes,Often,No,Yes,Yes,No,No,No,Yes,Somewhat easy,Maybe,Maybe,Yes,Some of them,No,Yes,No,No
1113,37,0,2,18,6-25,1,No,No,No,,Yes,Yes,No,Not sure,No,No,Don't know,Don't know,Maybe,No,Some of them,No,Maybe,Yes,Don't know,No
1114,25,0,1,46,1-5,0,No,Yes,Yes,Sometimes,Yes,Yes,Don't know,No,Don't know,Don't know,Don't know,Very easy,No,No,Yes,Yes,Maybe,Yes,Don't know,No
1115,40,0,2,46,More than 1000,5,No,No,No,,No,No,Yes,Not sure,Don't know,Don't know,Don't know,Somewhat easy,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,No
1116,24,0,1,8,26-100,2,No,No,No,Sometimes,No,Yes,Yes,Yes,No,No,Yes,Don't know,Maybe,No,No,No,No,Maybe,Don't know,Yes
1117,40,0,2,45,100-500,3,No,No,Yes,Never,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Very easy,Maybe,No,Yes,Some of them,No,Maybe,Don't know,No
1118,46,0,2,46,6-25,1,No,Yes,Yes,Sometimes,No,Yes,Don't know,Yes,No,Don't know,Don't know,Don't know,Yes,Maybe,No,Some of them,No,Maybe,Don't know,No
1119,38,0,2,46,More than 1000,5,No,Yes,Yes,Rarely,No,No,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Yes,No,No,Yes,No,Yes,Don't know,No
1120,34,0,2,46,1-5,0,No,No,No,Never,Yes,Yes,No,Yes,No,No,Don't know,Don't know,Yes,Yes,No,No,No,No,Don't know,No
1121,32,0,2,45,1-5,0,Yes,No,Yes,Rarely,No,Yes,No,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,No,Yes,No,Yes
1122,44,0,2,45,More than 1000,5,No,No,Yes,Sometimes,No,No,No,No,No,Yes,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,No,No,No
1123,33,1,2,45,100-500,3,No,No,Yes,Never,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Very easy,Maybe,No,Some of them,Some of them,No,Maybe,No,No
1124,45,1,2,46,26-100,2,No,No,Yes,Rarely,No,No,Don't know,No,Don't know,Don't know,Don't know,Don't know,No,No,Some of them,Some of them,No,Maybe,Don't know,No
1125,35,0,2,46,6-25,1,No,No,No,,No,Yes,Don't know,Not sure,Don't know,Don't know,Yes,Don't know,No,No,No,No,No,No,Yes,No
1126,26,0,1,18,1-5,0,Yes,Yes,Yes,Often,No,Yes,No,No,No,No,Don't know,Don't know,Maybe,No,Yes,Yes,Maybe,Yes,No,Yes
